"ReleaseVersion","InfRelativePath","DeviceDescription","HardwareId","IdentifierKind","IdentifierType","CompatibleIds","InstallSection","ServerProfile","AsPublishedStatus","ServerProjectionStatus","DeviceSelection","StaticAssessment","KmdfRequired","KmdfAssessment","UmdfRequired","UmdfAssessment"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4cm.inf","AMD USB4 Host Router","PCI\VEN_1022&DEV_162E","EnumeratorHardwareId","PCI-enumerated PnP hardware ID","","amdusb4cm_Inst","windows-server-2025","NativeApplicable","NotRequired","Native","NativeCandidate","1.19","SatisfiedByDocumentedReference",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4cm.inf","AMD USB4 Host Router","PCI\VEN_1022&DEV_162F","EnumeratorHardwareId","PCI-enumerated PnP hardware ID","","amdusb4cm_Inst","windows-server-2016","NativeApplicable","NotRequired","Native","NativeCandidate","1.19","SatisfiedByDocumentedReference",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4cm.inf","AMD USB4 Host Router","PCI\VEN_1022&DEV_162F","EnumeratorHardwareId","PCI-enumerated PnP hardware ID","","amdusb4cm_Inst","windows-server-2019","NativeApplicable","NotRequired","Native","NativeCandidate","1.19","SatisfiedByDocumentedReference",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4cm.inf","AMD USB4 Host Router","PCI\VEN_1022&DEV_162F","EnumeratorHardwareId","PCI-enumerated PnP hardware ID","","amdusb4cm_Inst","windows-server-2022","NativeApplicable","NotRequired","Native","NativeCandidate","1.19","SatisfiedByDocumentedReference",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4cm.inf","AMD USB4 Host Router","PCI\VEN_1022&DEV_162F","EnumeratorHardwareId","PCI-enumerated PnP hardware ID","","amdusb4cm_Inst","windows-server-2025","NativeApplicable","NotRequired","Native","NativeCandidate","1.19","SatisfiedByDocumentedReference",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4cm.inf","AMD USB4 Host Router","PCI\VEN_1022&DEV_1668","EnumeratorHardwareId","PCI-enumerated PnP hardware ID","","amdusb4cm_Inst","windows-server-2016","NativeApplicable","NotRequired","Native","NativeCandidate","1.19","SatisfiedByDocumentedReference",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4cm.inf","AMD USB4 Host Router","PCI\VEN_1022&DEV_1668","EnumeratorHardwareId","PCI-enumerated PnP hardware ID","","amdusb4cm_Inst","windows-server-2019","NativeApplicable","NotRequired","Native","NativeCandidate","1.19","SatisfiedByDocumentedReference",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4cm.inf","AMD USB4 Host Router","PCI\VEN_1022&DEV_1668","EnumeratorHardwareId","PCI-enumerated PnP hardware ID","","amdusb4cm_Inst","windows-server-2022","NativeApplicable","NotRequired","Native","NativeCandidate","1.19","SatisfiedByDocumentedReference",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4cm.inf","AMD USB4 Host Router","PCI\VEN_1022&DEV_1668","EnumeratorHardwareId","PCI-enumerated PnP hardware ID","","amdusb4cm_Inst","windows-server-2025","NativeApplicable","NotRequired","Native","NativeCandidate","1.19","SatisfiedByDocumentedReference",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4cm.inf","AMD USB4 Host Router","PCI\VEN_1022&DEV_1669","EnumeratorHardwareId","PCI-enumerated PnP hardware ID","","amdusb4cm_Inst","windows-server-2016","NativeApplicable","NotRequired","Native","NativeCandidate","1.19","SatisfiedByDocumentedReference",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4cm.inf","AMD USB4 Host Router","PCI\VEN_1022&DEV_1669","EnumeratorHardwareId","PCI-enumerated PnP hardware ID","","amdusb4cm_Inst","windows-server-2019","NativeApplicable","NotRequired","Native","NativeCandidate","1.19","SatisfiedByDocumentedReference",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4cm.inf","AMD USB4 Host Router","PCI\VEN_1022&DEV_1669","EnumeratorHardwareId","PCI-enumerated PnP hardware ID","","amdusb4cm_Inst","windows-server-2022","NativeApplicable","NotRequired","Native","NativeCandidate","1.19","SatisfiedByDocumentedReference",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4cm.inf","AMD USB4 Host Router","PCI\VEN_1022&DEV_1669","EnumeratorHardwareId","PCI-enumerated PnP hardware ID","","amdusb4cm_Inst","windows-server-2025","NativeApplicable","NotRequired","Native","NativeCandidate","1.19","SatisfiedByDocumentedReference",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4net.inf","AMD USB4NET","{b85b7c50-6a01-11d2-b841-00c04fad5171}\AMDUSB4NET","DeviceClassSpecificId","Device-class-specific ID","","AmdUsb4Net.ndi","windows-server-2016","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4net.inf","AMD USB4NET","{b85b7c50-6a01-11d2-b841-00c04fad5171}\AMDUSB4NET","DeviceClassSpecificId","Device-class-specific ID","","AmdUsb4Net.ndi","windows-server-2019","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4net.inf","AMD USB4NET","{b85b7c50-6a01-11d2-b841-00c04fad5171}\AMDUSB4NET","DeviceClassSpecificId","Device-class-specific ID","","AmdUsb4Net.ndi","windows-server-2022","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4net.inf","AMD USB4NET","{b85b7c50-6a01-11d2-b841-00c04fad5171}\AMDUSB4NET","DeviceClassSpecificId","Device-class-specific ID","","AmdUsb4Net.ndi","windows-server-2025","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4net.inf","AMD USB4NET","{b85b7c50-6a01-11d2-b841-00c04fad5171}\Usb4Net","DeviceClassSpecificId","Device-class-specific ID","","AmdUsb4Net.ndi","windows-server-2016","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4net.inf","AMD USB4NET","{b85b7c50-6a01-11d2-b841-00c04fad5171}\Usb4Net","DeviceClassSpecificId","Device-class-specific ID","","AmdUsb4Net.ndi","windows-server-2019","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4net.inf","AMD USB4NET","{b85b7c50-6a01-11d2-b841-00c04fad5171}\Usb4Net","DeviceClassSpecificId","Device-class-specific ID","","AmdUsb4Net.ndi","windows-server-2022","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4net.inf","AMD USB4NET","{b85b7c50-6a01-11d2-b841-00c04fad5171}\Usb4Net","DeviceClassSpecificId","Device-class-specific ID","","AmdUsb4Net.ndi","windows-server-2025","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4net.inf","AMD USB4NET","root\AMDUSB4NET_a","RootEnumeratedHardwareId","Root-enumerated PnP hardware ID","","AmdUsb4Net.ndi","windows-server-2016","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4net.inf","AMD USB4NET","root\AMDUSB4NET_a","RootEnumeratedHardwareId","Root-enumerated PnP hardware ID","","AmdUsb4Net.ndi","windows-server-2019","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4net.inf","AMD USB4NET","root\AMDUSB4NET_a","RootEnumeratedHardwareId","Root-enumerated PnP hardware ID","","AmdUsb4Net.ndi","windows-server-2022","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4net.inf","AMD USB4NET","root\AMDUSB4NET_a","RootEnumeratedHardwareId","Root-enumerated PnP hardware ID","","AmdUsb4Net.ndi","windows-server-2025","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4net.inf","AMD USB4NET","root\AMDUSB4NET_b","RootEnumeratedHardwareId","Root-enumerated PnP hardware ID","","AmdUsb4Net.ndi","windows-server-2016","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4net.inf","AMD USB4NET","root\AMDUSB4NET_b","RootEnumeratedHardwareId","Root-enumerated PnP hardware ID","","AmdUsb4Net.ndi","windows-server-2019","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4net.inf","AMD USB4NET","root\AMDUSB4NET_b","RootEnumeratedHardwareId","Root-enumerated PnP hardware ID","","AmdUsb4Net.ndi","windows-server-2022","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4net.inf","AMD USB4NET","root\AMDUSB4NET_b","RootEnumeratedHardwareId","Root-enumerated PnP hardware ID","","AmdUsb4Net.ndi","windows-server-2025","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4net.inf","AMD USB4NET","root\AMDUSB4NET_c","RootEnumeratedHardwareId","Root-enumerated PnP hardware ID","","AmdUsb4Net.ndi","windows-server-2016","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4net.inf","AMD USB4NET","root\AMDUSB4NET_c","RootEnumeratedHardwareId","Root-enumerated PnP hardware ID","","AmdUsb4Net.ndi","windows-server-2019","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4net.inf","AMD USB4NET","root\AMDUSB4NET_c","RootEnumeratedHardwareId","Root-enumerated PnP hardware ID","","AmdUsb4Net.ndi","windows-server-2022","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4net.inf","AMD USB4NET","root\AMDUSB4NET_c","RootEnumeratedHardwareId","Root-enumerated PnP hardware ID","","AmdUsb4Net.ndi","windows-server-2025","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4net.inf","AMD USB4NET","root\AMDUSB4NET_d","RootEnumeratedHardwareId","Root-enumerated PnP hardware ID","","AmdUsb4Net.ndi","windows-server-2016","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4net.inf","AMD USB4NET","root\AMDUSB4NET_d","RootEnumeratedHardwareId","Root-enumerated PnP hardware ID","","AmdUsb4Net.ndi","windows-server-2019","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4net.inf","AMD USB4NET","root\AMDUSB4NET_d","RootEnumeratedHardwareId","Root-enumerated PnP hardware ID","","AmdUsb4Net.ndi","windows-server-2022","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4net.inf","AMD USB4NET","root\AMDUSB4NET_d","RootEnumeratedHardwareId","Root-enumerated PnP hardware ID","","AmdUsb4Net.ndi","windows-server-2025","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4pcifilter.inf","PCI Express Root Port","PCI\VEN_1022&DEV_14CD&SUBSYS_14531022&REV_00","EnumeratorHardwareId","PCI-enumerated PnP hardware ID","","amdusb4pcifilter","windows-server-2016","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4pcifilter.inf","PCI Express Root Port","PCI\VEN_1022&DEV_14CD&SUBSYS_14531022&REV_00","EnumeratorHardwareId","PCI-enumerated PnP hardware ID","","amdusb4pcifilter","windows-server-2019","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4pcifilter.inf","PCI Express Root Port","PCI\VEN_1022&DEV_14CD&SUBSYS_14531022&REV_00","EnumeratorHardwareId","PCI-enumerated PnP hardware ID","","amdusb4pcifilter","windows-server-2022","ExplicitlyExcluded","ExplicitlyExcluded","Excluded","NotApplicable",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4pcifilter.inf","PCI Express Root Port","PCI\VEN_1022&DEV_14CD&SUBSYS_14531022&REV_00","EnumeratorHardwareId","PCI-enumerated PnP hardware ID","","amdusb4pcifilter","windows-server-2025","ExplicitlyExcluded","ExplicitlyExcluded","Excluded","NotApplicable",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4pcifilter.inf","PCI Express Root Port","PCI\VEN_1022&DEV_14EF&SUBSYS_14531022&REV_00","EnumeratorHardwareId","PCI-enumerated PnP hardware ID","","amdusb4pcifilter","windows-server-2016","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4pcifilter.inf","PCI Express Root Port","PCI\VEN_1022&DEV_14EF&SUBSYS_14531022&REV_00","EnumeratorHardwareId","PCI-enumerated PnP hardware ID","","amdusb4pcifilter","windows-server-2019","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4pcifilter.inf","PCI Express Root Port","PCI\VEN_1022&DEV_14EF&SUBSYS_14531022&REV_00","EnumeratorHardwareId","PCI-enumerated PnP hardware ID","","amdusb4pcifilter","windows-server-2022","ExplicitlyExcluded","ExplicitlyExcluded","Excluded","NotApplicable",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4pcifilter.inf","PCI Express Root Port","PCI\VEN_1022&DEV_14EF&SUBSYS_14531022&REV_00","EnumeratorHardwareId","PCI-enumerated PnP hardware ID","","amdusb4pcifilter","windows-server-2025","ExplicitlyExcluded","ExplicitlyExcluded","Excluded","NotApplicable",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4pcifilter.inf","PCI Express Root Port","PCI\VEN_1022&DEV_14EF&SUBSYS_14531022&REV_01","EnumeratorHardwareId","PCI-enumerated PnP hardware ID","","amdusb4pcifilter","windows-server-2016","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4pcifilter.inf","PCI Express Root Port","PCI\VEN_1022&DEV_14EF&SUBSYS_14531022&REV_01","EnumeratorHardwareId","PCI-enumerated PnP hardware ID","","amdusb4pcifilter","windows-server-2019","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4pcifilter.inf","PCI Express Root Port","PCI\VEN_1022&DEV_14EF&SUBSYS_14531022&REV_01","EnumeratorHardwareId","PCI-enumerated PnP hardware ID","","amdusb4pcifilter","windows-server-2022","ExplicitlyExcluded","ExplicitlyExcluded","Excluded","NotApplicable",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusb4pcifilter.inf","PCI Express Root Port","PCI\VEN_1022&DEV_14EF&SUBSYS_14531022&REV_01","EnumeratorHardwareId","PCI-enumerated PnP hardware ID","","amdusb4pcifilter","windows-server-2025","ExplicitlyExcluded","ExplicitlyExcluded","Excluded","NotApplicable",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusbhubfilter.inf","USB Root Hub (USB 3.0)","USB\ROOT_HUB30&VID1022&PID15C0&REV0000","EnumeratorHardwareId","USB-enumerated PnP hardware ID","","amdusbhubfilter_Inst","windows-server-2016","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusbhubfilter.inf","USB Root Hub (USB 3.0)","USB\ROOT_HUB30&VID1022&PID15C0&REV0000","EnumeratorHardwareId","USB-enumerated PnP hardware ID","","amdusbhubfilter_Inst","windows-server-2019","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusbhubfilter.inf","USB Root Hub (USB 3.0)","USB\ROOT_HUB30&VID1022&PID15C0&REV0000","EnumeratorHardwareId","USB-enumerated PnP hardware ID","","amdusbhubfilter_Inst","windows-server-2022","ExplicitlyExcluded","ExplicitlyExcluded","Excluded","NotApplicable",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusbhubfilter.inf","USB Root Hub (USB 3.0)","USB\ROOT_HUB30&VID1022&PID15C0&REV0000","EnumeratorHardwareId","USB-enumerated PnP hardware ID","","amdusbhubfilter_Inst","windows-server-2025","ExplicitlyExcluded","ExplicitlyExcluded","Excluded","NotApplicable",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusbhubfilter.inf","USB Root Hub (USB 3.0)","USB\ROOT_HUB30&VID1022&PID15C1&REV0000","EnumeratorHardwareId","USB-enumerated PnP hardware ID","","amdusbhubfilter_Inst","windows-server-2016","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusbhubfilter.inf","USB Root Hub (USB 3.0)","USB\ROOT_HUB30&VID1022&PID15C1&REV0000","EnumeratorHardwareId","USB-enumerated PnP hardware ID","","amdusbhubfilter_Inst","windows-server-2019","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusbhubfilter.inf","USB Root Hub (USB 3.0)","USB\ROOT_HUB30&VID1022&PID15C1&REV0000","EnumeratorHardwareId","USB-enumerated PnP hardware ID","","amdusbhubfilter_Inst","windows-server-2022","ExplicitlyExcluded","ExplicitlyExcluded","Excluded","NotApplicable",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusbhubfilter.inf","USB Root Hub (USB 3.0)","USB\ROOT_HUB30&VID1022&PID15C1&REV0000","EnumeratorHardwareId","USB-enumerated PnP hardware ID","","amdusbhubfilter_Inst","windows-server-2025","ExplicitlyExcluded","ExplicitlyExcluded","Excluded","NotApplicable",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusbhubfilter.inf","USB Root Hub (USB 3.0)","USB\ROOT_HUB30&VID1022&PID15C2&REV0000","EnumeratorHardwareId","USB-enumerated PnP hardware ID","","amdusbhubfilter_Inst","windows-server-2016","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusbhubfilter.inf","USB Root Hub (USB 3.0)","USB\ROOT_HUB30&VID1022&PID15C2&REV0000","EnumeratorHardwareId","USB-enumerated PnP hardware ID","","amdusbhubfilter_Inst","windows-server-2019","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusbhubfilter.inf","USB Root Hub (USB 3.0)","USB\ROOT_HUB30&VID1022&PID15C2&REV0000","EnumeratorHardwareId","USB-enumerated PnP hardware ID","","amdusbhubfilter_Inst","windows-server-2022","ExplicitlyExcluded","ExplicitlyExcluded","Excluded","NotApplicable",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusbhubfilter.inf","USB Root Hub (USB 3.0)","USB\ROOT_HUB30&VID1022&PID15C2&REV0000","EnumeratorHardwareId","USB-enumerated PnP hardware ID","","amdusbhubfilter_Inst","windows-server-2025","ExplicitlyExcluded","ExplicitlyExcluded","Excluded","NotApplicable",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusbhubfilter.inf","USB Root Hub (USB 3.0)","USB\ROOT_HUB30&VID1022&PID15C3&REV0000","EnumeratorHardwareId","USB-enumerated PnP hardware ID","","amdusbhubfilter_Inst","windows-server-2016","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusbhubfilter.inf","USB Root Hub (USB 3.0)","USB\ROOT_HUB30&VID1022&PID15C3&REV0000","EnumeratorHardwareId","USB-enumerated PnP hardware ID","","amdusbhubfilter_Inst","windows-server-2019","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusbhubfilter.inf","USB Root Hub (USB 3.0)","USB\ROOT_HUB30&VID1022&PID15C3&REV0000","EnumeratorHardwareId","USB-enumerated PnP hardware ID","","amdusbhubfilter_Inst","windows-server-2022","ExplicitlyExcluded","ExplicitlyExcluded","Excluded","NotApplicable",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusbhubfilter.inf","USB Root Hub (USB 3.0)","USB\ROOT_HUB30&VID1022&PID15C3&REV0000","EnumeratorHardwareId","USB-enumerated PnP hardware ID","","amdusbhubfilter_Inst","windows-server-2025","ExplicitlyExcluded","ExplicitlyExcluded","Excluded","NotApplicable",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusbhubfilter.inf","USB Root Hub (USB 3.0)","USB\ROOT_HUB30&VID1022&PID15D6&REV0000","EnumeratorHardwareId","USB-enumerated PnP hardware ID","","amdusbhubfilter_Inst","windows-server-2016","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusbhubfilter.inf","USB Root Hub (USB 3.0)","USB\ROOT_HUB30&VID1022&PID15D6&REV0000","EnumeratorHardwareId","USB-enumerated PnP hardware ID","","amdusbhubfilter_Inst","windows-server-2019","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusbhubfilter.inf","USB Root Hub (USB 3.0)","USB\ROOT_HUB30&VID1022&PID15D6&REV0000","EnumeratorHardwareId","USB-enumerated PnP hardware ID","","amdusbhubfilter_Inst","windows-server-2022","ExplicitlyExcluded","ExplicitlyExcluded","Excluded","NotApplicable",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusbhubfilter.inf","USB Root Hub (USB 3.0)","USB\ROOT_HUB30&VID1022&PID15D6&REV0000","EnumeratorHardwareId","USB-enumerated PnP hardware ID","","amdusbhubfilter_Inst","windows-server-2025","ExplicitlyExcluded","ExplicitlyExcluded","Excluded","NotApplicable",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusbhubfilter.inf","USB Root Hub (USB 3.0)","USB\ROOT_HUB30&VID1022&PID15D7&REV0000","EnumeratorHardwareId","USB-enumerated PnP hardware ID","","amdusbhubfilter_Inst","windows-server-2016","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusbhubfilter.inf","USB Root Hub (USB 3.0)","USB\ROOT_HUB30&VID1022&PID15D7&REV0000","EnumeratorHardwareId","USB-enumerated PnP hardware ID","","amdusbhubfilter_Inst","windows-server-2019","NativeApplicable","NotRequired","Native","NativeCandidate",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusbhubfilter.inf","USB Root Hub (USB 3.0)","USB\ROOT_HUB30&VID1022&PID15D7&REV0000","EnumeratorHardwareId","USB-enumerated PnP hardware ID","","amdusbhubfilter_Inst","windows-server-2022","ExplicitlyExcluded","ExplicitlyExcluded","Excluded","NotApplicable",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdusbhubfilter.inf","USB Root Hub (USB 3.0)","USB\ROOT_HUB30&VID1022&PID15D7&REV0000","EnumeratorHardwareId","USB-enumerated PnP hardware ID","","amdusbhubfilter_Inst","windows-server-2025","ExplicitlyExcluded","ExplicitlyExcluded","Excluded","NotApplicable",,"NotDeclared",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdwirelessbutton.inf","AMD Wireless Button Driver","ACPI\AMDI0051","EnumeratorHardwareId","ACPI-enumerated PnP hardware ID","","amdwirelessbutton_Device","windows-server-2016","NotApplicableByBuild","NoProjectionCandidate","No(Build)","NotApplicable","1.15","SatisfiedByDocumentedReference",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdwirelessbutton.inf","AMD Wireless Button Driver","ACPI\AMDI0051","EnumeratorHardwareId","ACPI-enumerated PnP hardware ID","","amdwirelessbutton_DeviceWin11","windows-server-2016","NotApplicableByBuild","NoProjectionCandidate","No(Build)","NotApplicable","1.15","SatisfiedByDocumentedReference",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdwirelessbutton.inf","AMD Wireless Button Driver","ACPI\AMDI0051","EnumeratorHardwareId","ACPI-enumerated PnP hardware ID","","amdwirelessbutton_DeviceWin11","windows-server-2019","NativeApplicable","NotRequired","No","NativeCandidate","1.15","SatisfiedByDocumentedReference",,"NotDeclared"
"8.07.16.1035","d3_Data1.cab_f8f372fbfc6d\amdwirelessbutton.inf","AMD Wireless Button Driver","ACPI\AMDI0051","EnumeratorHardwareId","ACPI-enumerated PnP hardware ID","","amdwirelessbutton_Device","windows-server-2019","NativeApplicable","NotRequired","Native","NativeCandidate","1.15","SatisfiedByDocumentedReference",,"NotDeclared"
