"ReleaseVersion","ArtifactRole","InfRelativePath","Server","StaticAssessment","CanonicalStaticAssessment","SelectedHardwareIdCount","AsPublishedHardwareIdCount","ProjectionHardwareIdCount","RuntimeCompatibility"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\Audio\ACPBtAfd\WT64A\amdacpbt.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\Audio\ACPBtAfd\WT64A\amdacpbt.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\Audio\ACPBus\WT64A\amdacpbusext\amdacpbusext.inf","Windows Server 2016","NATIVE_CANDIDATE","NativeCandidate","3","3","3","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\Audio\ACPBus\WT64A\amdacpbusext\amdacpbusext.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","3","3","3","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\Audio\ACPBus\WT64A\amdacpbusext\amdacpbusext.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","3","3","3","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\Audio\ACPBus\WT64A\amdacpbusext\amdacpbusext.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","3","3","3","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\Audio\HDMI\WT64A\AtihdWT6.inf","Windows Server 2016","NATIVE_CANDIDATE","NativeCandidate","6","6","6","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\Audio\HDMI\WT64A\AtihdWT6.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","6","6","6","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\Audio\HDMI\WT64A\AtihdWT6.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","6","6","6","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\Audio\HDMI\WT64A\AtihdWT6.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","6","6","6","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\Audio\SAFD\WT64A\amdsafd.inf","Windows Server 2016","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\Audio\SAFD\WT64A\amdsafd.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\Audio\SAFD\WT64A\amdsafd.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\Audio\SAFD\WT64A\amdsafd.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\Display\WT6A_INF\U0385558.inf","Windows Server 2016","NOT_APPLICABLE","NotApplicable","0","0","0","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\Display\WT6A_INF\U0385558.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","468","468","468","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\Display\WT6A_INF\U0385558.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","468","468","468","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\Display\WT6A_INF\U0385558.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","468","468","468","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\Display\WT6A_INF\amdafd\amdafd.inf","Windows Server 2016","NATIVE_CANDIDATE","NativeCandidate","2","2","2","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\Display\WT6A_INF\amdafd\amdafd.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","2","2","2","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\Display\WT6A_INF\amdafd\amdafd.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","2","2","2","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\Display\WT6A_INF\amdafd\amdafd.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","2","2","2","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\Display\WT6A_INF\amdfdans\AMDFDANS.inf","Windows Server 2016","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\Display\WT6A_INF\amdfdans\AMDFDANS.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\Display\WT6A_INF\amdfdans\AMDFDANS.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\Display\WT6A_INF\amdfdans\AMDFDANS.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\Display\WT6A_INF\amdfendr\amdfendr.inf","Windows Server 2016","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\Display\WT6A_INF\amdfendr\amdfendr.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\Display\WT6A_INF\amdfendr\amdfendr.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\Display\WT6A_INF\amdfendr\amdfendr.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\Display\WT6A_INF\amdpcibridge\amdpcibridgeextension.inf","Windows Server 2016","NATIVE_CANDIDATE","NativeCandidate","2","2","2","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\Display\WT6A_INF\amdpcibridge\amdpcibridgeextension.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","2","2","2","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\Display\WT6A_INF\amdpcibridge\amdpcibridgeextension.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","2","2","2","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\Display\WT6A_INF\amdpcibridge\amdpcibridgeextension.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","2","2","2","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\RadeonLED\WT64A\amdusbledfd.inf","Windows Server 2016","NATIVE_CANDIDATE","NativeCandidate","6","6","6","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\RadeonLED\WT64A\amdusbledfd.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","6","6","6","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\RadeonLED\WT64A\amdusbledfd.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","6","6","6","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\RadeonLED\WT64A\amdusbledfd.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","6","6","6","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\SBDrv\AMDUCSI\WT64A\amducsi.inf","Windows Server 2016","NATIVE_CANDIDATE","NativeCandidate","5","5","5","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\SBDrv\AMDUCSI\WT64A\amducsi.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","5","5","5","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\SBDrv\AMDUCSI\WT64A\amducsi.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","5","5","5","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\SBDrv\AMDUCSI\WT64A\amducsi.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","5","5","5","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\SSG\WT64A\amdssg64.inf","Windows Server 2016","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\SSG\WT64A\amdssg64.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\SSG\WT64A\amdssg64.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"22.Q4","Unspecified","d0_amd-software-pro-edition-22.q4-win10-win11-nov15.exe_04db1ec2fbc1\Packages\Drivers\SSG\WT64A\amdssg64.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"22.Q4","WindowsServer","d0_amd-software-pro-edition-22.q4-winsvr2016-nov15.exe_aa4e02690300\Packages\Drivers\Display\WT6A_INF\S6385561.inf","Windows Server 2016","NATIVE_CANDIDATE","NativeCandidate","319","319","319","NotEstablished"
"22.Q4","WindowsServer","d0_amd-software-pro-edition-22.q4-winsvr2016-nov15.exe_aa4e02690300\Packages\Drivers\Display\WT6A_INF\S6385561.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","319","319","319","NotEstablished"
"22.Q4","WindowsServer","d0_amd-software-pro-edition-22.q4-winsvr2016-nov15.exe_aa4e02690300\Packages\Drivers\Display\WT6A_INF\S6385561.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","319","319","319","NotEstablished"
"22.Q4","WindowsServer","d0_amd-software-pro-edition-22.q4-winsvr2016-nov15.exe_aa4e02690300\Packages\Drivers\Display\WT6A_INF\S6385561.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","319","319","319","NotEstablished"
"22.Q4","WindowsServer","d0_amd-software-pro-edition-22.q4-winsvr2016-nov15.exe_aa4e02690300\Packages\Drivers\Display\WT6A_INF\amdafd\amdafd.inf","Windows Server 2016","NATIVE_CANDIDATE","NativeCandidate","2","2","2","NotEstablished"
"22.Q4","WindowsServer","d0_amd-software-pro-edition-22.q4-winsvr2016-nov15.exe_aa4e02690300\Packages\Drivers\Display\WT6A_INF\amdafd\amdafd.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","2","2","2","NotEstablished"
"22.Q4","WindowsServer","d0_amd-software-pro-edition-22.q4-winsvr2016-nov15.exe_aa4e02690300\Packages\Drivers\Display\WT6A_INF\amdafd\amdafd.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","2","2","2","NotEstablished"
"22.Q4","WindowsServer","d0_amd-software-pro-edition-22.q4-winsvr2016-nov15.exe_aa4e02690300\Packages\Drivers\Display\WT6A_INF\amdafd\amdafd.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","2","2","2","NotEstablished"
"22.Q4","WindowsServer","d0_amd-software-pro-edition-22.q4-winsvr2016-nov15.exe_aa4e02690300\Packages\Drivers\Display\WT6A_INF\amdfendr\amdfendr.inf","Windows Server 2016","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"22.Q4","WindowsServer","d0_amd-software-pro-edition-22.q4-winsvr2016-nov15.exe_aa4e02690300\Packages\Drivers\Display\WT6A_INF\amdfendr\amdfendr.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"22.Q4","WindowsServer","d0_amd-software-pro-edition-22.q4-winsvr2016-nov15.exe_aa4e02690300\Packages\Drivers\Display\WT6A_INF\amdfendr\amdfendr.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"22.Q4","WindowsServer","d0_amd-software-pro-edition-22.q4-winsvr2016-nov15.exe_aa4e02690300\Packages\Drivers\Display\WT6A_INF\amdfendr\amdfendr.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"22.Q4","WindowsServer","d0_amd-software-pro-edition-22.q4-winsvr2016-nov15.exe_aa4e02690300\Packages\Drivers\SSG\WT64A\amdssg64.inf","Windows Server 2016","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"22.Q4","WindowsServer","d0_amd-software-pro-edition-22.q4-winsvr2016-nov15.exe_aa4e02690300\Packages\Drivers\SSG\WT64A\amdssg64.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"22.Q4","WindowsServer","d0_amd-software-pro-edition-22.q4-winsvr2016-nov15.exe_aa4e02690300\Packages\Drivers\SSG\WT64A\amdssg64.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"22.Q4","WindowsServer","d0_amd-software-pro-edition-22.q4-winsvr2016-nov15.exe_aa4e02690300\Packages\Drivers\SSG\WT64A\amdssg64.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"21.Q4","Unspecified","d0_win10-win11-radeon-pro-software-21.q4-dec3.exe_fb5920272ff4\Packages\Drivers\Audio\HDMI\WT64A\AtihdWT6.inf","Windows Server 2016","NATIVE_CANDIDATE","NativeCandidate","6","6","6","NotEstablished"
"21.Q4","Unspecified","d0_win10-win11-radeon-pro-software-21.q4-dec3.exe_fb5920272ff4\Packages\Drivers\Audio\HDMI\WT64A\AtihdWT6.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","6","6","6","NotEstablished"
"21.Q4","Unspecified","d0_win10-win11-radeon-pro-software-21.q4-dec3.exe_fb5920272ff4\Packages\Drivers\Audio\HDMI\WT64A\AtihdWT6.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","6","6","6","NotEstablished"
"21.Q4","Unspecified","d0_win10-win11-radeon-pro-software-21.q4-dec3.exe_fb5920272ff4\Packages\Drivers\Audio\HDMI\WT64A\AtihdWT6.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","6","6","6","NotEstablished"
"21.Q4","Unspecified","d0_win10-win11-radeon-pro-software-21.q4-dec3.exe_fb5920272ff4\Packages\Drivers\Audio\SAFD\WT64A\amdsafd.inf","Windows Server 2016","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"21.Q4","Unspecified","d0_win10-win11-radeon-pro-software-21.q4-dec3.exe_fb5920272ff4\Packages\Drivers\Audio\SAFD\WT64A\amdsafd.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"21.Q4","Unspecified","d0_win10-win11-radeon-pro-software-21.q4-dec3.exe_fb5920272ff4\Packages\Drivers\Audio\SAFD\WT64A\amdsafd.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"21.Q4","Unspecified","d0_win10-win11-radeon-pro-software-21.q4-dec3.exe_fb5920272ff4\Packages\Drivers\Audio\SAFD\WT64A\amdsafd.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"21.Q4","Unspecified","d0_win10-win11-radeon-pro-software-21.q4-dec3.exe_fb5920272ff4\Packages\Drivers\Display\WT6A_INF\U0374134.inf","Windows Server 2016","NOT_APPLICABLE","NotApplicable","0","0","0","NotEstablished"
"21.Q4","Unspecified","d0_win10-win11-radeon-pro-software-21.q4-dec3.exe_fb5920272ff4\Packages\Drivers\Display\WT6A_INF\U0374134.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","418","418","418","NotEstablished"
"21.Q4","Unspecified","d0_win10-win11-radeon-pro-software-21.q4-dec3.exe_fb5920272ff4\Packages\Drivers\Display\WT6A_INF\U0374134.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","418","418","418","NotEstablished"
"21.Q4","Unspecified","d0_win10-win11-radeon-pro-software-21.q4-dec3.exe_fb5920272ff4\Packages\Drivers\Display\WT6A_INF\U0374134.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","418","418","418","NotEstablished"
"21.Q4","Unspecified","d0_win10-win11-radeon-pro-software-21.q4-dec3.exe_fb5920272ff4\Packages\Drivers\Display\WT6A_INF\amdafd\amdafd.inf","Windows Server 2016","NATIVE_CANDIDATE","NativeCandidate","2","2","2","NotEstablished"
"21.Q4","Unspecified","d0_win10-win11-radeon-pro-software-21.q4-dec3.exe_fb5920272ff4\Packages\Drivers\Display\WT6A_INF\amdafd\amdafd.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","2","2","2","NotEstablished"
"21.Q4","Unspecified","d0_win10-win11-radeon-pro-software-21.q4-dec3.exe_fb5920272ff4\Packages\Drivers\Display\WT6A_INF\amdafd\amdafd.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","2","2","2","NotEstablished"
"21.Q4","Unspecified","d0_win10-win11-radeon-pro-software-21.q4-dec3.exe_fb5920272ff4\Packages\Drivers\Display\WT6A_INF\amdafd\amdafd.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","2","2","2","NotEstablished"
"21.Q4","Unspecified","d0_win10-win11-radeon-pro-software-21.q4-dec3.exe_fb5920272ff4\Packages\Drivers\Display\WT6A_INF\amdfendr\amdfendr.inf","Windows Server 2016","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"21.Q4","Unspecified","d0_win10-win11-radeon-pro-software-21.q4-dec3.exe_fb5920272ff4\Packages\Drivers\Display\WT6A_INF\amdfendr\amdfendr.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"21.Q4","Unspecified","d0_win10-win11-radeon-pro-software-21.q4-dec3.exe_fb5920272ff4\Packages\Drivers\Display\WT6A_INF\amdfendr\amdfendr.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"21.Q4","Unspecified","d0_win10-win11-radeon-pro-software-21.q4-dec3.exe_fb5920272ff4\Packages\Drivers\Display\WT6A_INF\amdfendr\amdfendr.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"21.Q4","Unspecified","d0_win10-win11-radeon-pro-software-21.q4-dec3.exe_fb5920272ff4\Packages\Drivers\Display\WT6A_INF\amdpcibridge\amdpcibridgeextension.inf","Windows Server 2016","NATIVE_CANDIDATE","NativeCandidate","2","2","2","NotEstablished"
"21.Q4","Unspecified","d0_win10-win11-radeon-pro-software-21.q4-dec3.exe_fb5920272ff4\Packages\Drivers\Display\WT6A_INF\amdpcibridge\amdpcibridgeextension.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","2","2","2","NotEstablished"
"21.Q4","Unspecified","d0_win10-win11-radeon-pro-software-21.q4-dec3.exe_fb5920272ff4\Packages\Drivers\Display\WT6A_INF\amdpcibridge\amdpcibridgeextension.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","2","2","2","NotEstablished"
"21.Q4","Unspecified","d0_win10-win11-radeon-pro-software-21.q4-dec3.exe_fb5920272ff4\Packages\Drivers\Display\WT6A_INF\amdpcibridge\amdpcibridgeextension.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","2","2","2","NotEstablished"
"21.Q4","Unspecified","d0_win10-win11-radeon-pro-software-21.q4-dec3.exe_fb5920272ff4\Packages\Drivers\RadeonLED\WT64A\amdusbledfd.inf","Windows Server 2016","NATIVE_CANDIDATE","NativeCandidate","6","6","6","NotEstablished"
"21.Q4","Unspecified","d0_win10-win11-radeon-pro-software-21.q4-dec3.exe_fb5920272ff4\Packages\Drivers\RadeonLED\WT64A\amdusbledfd.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","6","6","6","NotEstablished"
"21.Q4","Unspecified","d0_win10-win11-radeon-pro-software-21.q4-dec3.exe_fb5920272ff4\Packages\Drivers\RadeonLED\WT64A\amdusbledfd.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","6","6","6","NotEstablished"
"21.Q4","Unspecified","d0_win10-win11-radeon-pro-software-21.q4-dec3.exe_fb5920272ff4\Packages\Drivers\RadeonLED\WT64A\amdusbledfd.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","6","6","6","NotEstablished"
"21.Q4","Unspecified","d0_win10-win11-radeon-pro-software-21.q4-dec3.exe_fb5920272ff4\Packages\Drivers\SBDrv\AMDUCSI\WT64A\amducsi.inf","Windows Server 2016","NATIVE_CANDIDATE","NativeCandidate","4","4","4","NotEstablished"
"21.Q4","Unspecified","d0_win10-win11-radeon-pro-software-21.q4-dec3.exe_fb5920272ff4\Packages\Drivers\SBDrv\AMDUCSI\WT64A\amducsi.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","4","4","4","NotEstablished"
"21.Q4","Unspecified","d0_win10-win11-radeon-pro-software-21.q4-dec3.exe_fb5920272ff4\Packages\Drivers\SBDrv\AMDUCSI\WT64A\amducsi.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","4","4","4","NotEstablished"
"21.Q4","Unspecified","d0_win10-win11-radeon-pro-software-21.q4-dec3.exe_fb5920272ff4\Packages\Drivers\SBDrv\AMDUCSI\WT64A\amducsi.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","4","4","4","NotEstablished"
"21.Q4","Unspecified","d0_win10-win11-radeon-pro-software-21.q4-dec3.exe_fb5920272ff4\Packages\Drivers\SSG\WT64A\amdssg64.inf","Windows Server 2016","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"21.Q4","Unspecified","d0_win10-win11-radeon-pro-software-21.q4-dec3.exe_fb5920272ff4\Packages\Drivers\SSG\WT64A\amdssg64.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"21.Q4","Unspecified","d0_win10-win11-radeon-pro-software-21.q4-dec3.exe_fb5920272ff4\Packages\Drivers\SSG\WT64A\amdssg64.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"21.Q4","Unspecified","d0_win10-win11-radeon-pro-software-21.q4-dec3.exe_fb5920272ff4\Packages\Drivers\SSG\WT64A\amdssg64.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"21.Q4","WindowsServer","d0_winsvr2016-radeon-pro-software-21.q4-for-amd-radeon-pro-w6400.exe_e82d18f63ff6\Packages\Drivers\Audio\HDMI\WT64A\AtihdWT6.inf","Windows Server 2016","NATIVE_CANDIDATE","NativeCandidate","6","6","6","NotEstablished"
"21.Q4","WindowsServer","d0_winsvr2016-radeon-pro-software-21.q4-for-amd-radeon-pro-w6400.exe_e82d18f63ff6\Packages\Drivers\Audio\HDMI\WT64A\AtihdWT6.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","6","6","6","NotEstablished"
"21.Q4","WindowsServer","d0_winsvr2016-radeon-pro-software-21.q4-for-amd-radeon-pro-w6400.exe_e82d18f63ff6\Packages\Drivers\Audio\HDMI\WT64A\AtihdWT6.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","6","6","6","NotEstablished"
"21.Q4","WindowsServer","d0_winsvr2016-radeon-pro-software-21.q4-for-amd-radeon-pro-w6400.exe_e82d18f63ff6\Packages\Drivers\Audio\HDMI\WT64A\AtihdWT6.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","6","6","6","NotEstablished"
"21.Q4","WindowsServer","d0_winsvr2016-radeon-pro-software-21.q4-for-amd-radeon-pro-w6400.exe_e82d18f63ff6\Packages\Drivers\Display\WT6A_INF\S6374639.inf","Windows Server 2016","NATIVE_CANDIDATE","NativeCandidate","251","251","251","NotEstablished"
"21.Q4","WindowsServer","d0_winsvr2016-radeon-pro-software-21.q4-for-amd-radeon-pro-w6400.exe_e82d18f63ff6\Packages\Drivers\Display\WT6A_INF\S6374639.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","251","251","251","NotEstablished"
