"ReleaseVersion","ArtifactRole","DriverComponent","InfRelativePath","Server","BaseBuild","AsPublishedStatus","ProjectionStatus","StaticAssessment","CanonicalStaticAssessment","WdfScope","Confidence","RuntimeCompatibility","AsPublishedModelsSections","ProjectionModelsSections","AsPublishedHardwareIdCount","ProjectionHardwareIdCount","KMDFDeclared","KMDFDocumented","KMDFObserved","UMDFDeclared","ManifestMatchCount"
"25.Q4","Unspecified","RadeonLED","d0_amd-software-pro-edition-25.q4-win11-c.exe_997eeb2a3d40\Packages\Drivers\RadeonLED\WT64A\amdusbledfd.inf","Windows Server 2019","17763","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD_USBLEDFD.NTamd64","AMD_USBLEDFD.NTamd64","6","6","","1.27","1.27","","1"
"25.Q4","Unspecified","RadeonLED","d0_amd-software-pro-edition-25.q4-win11-c.exe_997eeb2a3d40\Packages\Drivers\RadeonLED\WT64A\amdusbledfd.inf","Windows Server 2022","20348","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD_USBLEDFD.NTamd64","AMD_USBLEDFD.NTamd64","6","6","","1.33","","","1"
"25.Q4","Unspecified","RadeonLED","d0_amd-software-pro-edition-25.q4-win11-c.exe_997eeb2a3d40\Packages\Drivers\RadeonLED\WT64A\amdusbledfd.inf","Windows Server 2025","26100","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD_USBLEDFD.NTamd64","AMD_USBLEDFD.NTamd64","6","6","","1.33","1.35","","1"
"25.Q4","Unspecified","SBDrv","d0_amd-software-pro-edition-25.q4-win11-c.exe_997eeb2a3d40\Packages\Drivers\SBDrv\AMDUCSI\WT64A\amducsi.inf","Windows Server 2016","14393","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTamd64","AMD.NTamd64","5","5","1.15","1.19","","","1"
"25.Q4","Unspecified","SBDrv","d0_amd-software-pro-edition-25.q4-win11-c.exe_997eeb2a3d40\Packages\Drivers\SBDrv\AMDUCSI\WT64A\amducsi.inf","Windows Server 2019","17763","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTamd64","AMD.NTamd64","5","5","1.15","1.27","1.27","","1"
"25.Q4","Unspecified","SBDrv","d0_amd-software-pro-edition-25.q4-win11-c.exe_997eeb2a3d40\Packages\Drivers\SBDrv\AMDUCSI\WT64A\amducsi.inf","Windows Server 2022","20348","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTamd64","AMD.NTamd64","5","5","1.15","1.33","","","1"
"25.Q4","Unspecified","SBDrv","d0_amd-software-pro-edition-25.q4-win11-c.exe_997eeb2a3d40\Packages\Drivers\SBDrv\AMDUCSI\WT64A\amducsi.inf","Windows Server 2025","26100","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTamd64","AMD.NTamd64","5","5","1.15","1.33","1.35","","1"
"24.Q4","RDNACombined","AMDNPUMCDM","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\AMDNPUMCDM\WT64A\kipudrv.inf","Windows Server 2016","14393","NotApplicableByBuild","NotApplicableByBuild","NOT_APPLICABLE","NotApplicable","InfWideConservative","STATIC_CANDIDATE","NotEstablished","","","0","0","","1.19","","","4"
"24.Q4","RDNACombined","AMDNPUMCDM","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\AMDNPUMCDM\WT64A\kipudrv.inf","Windows Server 2019","17763","NotApplicableByBuild","NotApplicableByBuild","NOT_APPLICABLE","NotApplicable","InfWideConservative","STATIC_CANDIDATE","NotEstablished","","","0","0","","1.27","1.27","","4"
"24.Q4","RDNACombined","AMDNPUMCDM","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\AMDNPUMCDM\WT64A\kipudrv.inf","Windows Server 2022","20348","NotApplicableByBuild","NotApplicableByBuild","NOT_APPLICABLE","NotApplicable","InfWideConservative","STATIC_CANDIDATE","NotEstablished","","","0","0","","1.33","","","4"
"24.Q4","RDNACombined","AMDNPUMCDM","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\AMDNPUMCDM\WT64A\kipudrv.inf","Windows Server 2025","26100","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","IpuMcdmDriver.Mfg.NTamd64.10.0...22000","IpuMcdmDriver.Mfg.NTamd64.10.0...22000","2","2","","1.33","1.35","","4"
"24.Q4","RDNACombined","AMDNPUWDF","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\AMDNPUWDF\WT64A\kipudrv.inf","Windows Server 2016","14393","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTamd64.10.0...14393","AMD.NTamd64.10.0...14393","2","2","1.15","1.19","","","4"
"24.Q4","RDNACombined","AMDNPUWDF","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\AMDNPUWDF\WT64A\kipudrv.inf","Windows Server 2019","17763","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTamd64.10.0...14393","AMD.NTamd64.10.0...14393","2","2","1.15","1.27","1.27","","4"
"24.Q4","RDNACombined","AMDNPUWDF","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\AMDNPUWDF\WT64A\kipudrv.inf","Windows Server 2022","20348","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTamd64.10.0...14393","AMD.NTamd64.10.0...14393","2","2","1.15","1.33","","","4"
"24.Q4","RDNACombined","AMDNPUWDF","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\AMDNPUWDF\WT64A\kipudrv.inf","Windows Server 2025","26100","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTamd64.10.0...22000","AMD.NTamd64.10.0...22000","2","2","1.15","1.33","1.35","","4"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPAfd\WT64A\amdacpafd.inf","Windows Server 2016","14393","NotApplicableByBuild","NotApplicableByBuild","NOT_APPLICABLE","NotApplicable","InfWideConservative","STATIC_CANDIDATE","NotEstablished","","","0","0","1.15","1.19","","","1"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPAfd\WT64A\amdacpafd.inf","Windows Server 2019","17763","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTAMD64.10.0...16299","AMD.NTAMD64.10.0...16299","4","4","1.15","1.27","1.27","","1"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPAfd\WT64A\amdacpafd.inf","Windows Server 2022","20348","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTAMD64.10.0...16299","AMD.NTAMD64.10.0...16299","4","4","1.15","1.33","","","1"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPAfd\WT64A\amdacpafd.inf","Windows Server 2025","26100","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTAMD64.10.0...16299","AMD.NTAMD64.10.0...16299","4","4","1.15","1.33","1.35","","1"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPAFDSVC\WT64A\amdacpafdcomp.inf","Windows Server 2016","14393","NotApplicableByBuild","NotApplicableByBuild","NOT_APPLICABLE","NotApplicable","InfWideConservative","STATIC_CANDIDATE","NotEstablished","","","0","0","","1.19","","","0"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPAFDSVC\WT64A\amdacpafdcomp.inf","Windows Server 2019","17763","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTAMD64.10.0...16299","AMD.NTAMD64.10.0...16299","1","1","","1.27","1.27","","0"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPAFDSVC\WT64A\amdacpafdcomp.inf","Windows Server 2022","20348","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTAMD64.10.0...16299","AMD.NTAMD64.10.0...16299","1","1","","1.33","","","0"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPAFDSVC\WT64A\amdacpafdcomp.inf","Windows Server 2025","26100","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTAMD64.10.0...16299","AMD.NTAMD64.10.0...16299","1","1","","1.33","1.35","","0"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPAFDSVC\WT64A\amdacpafdext.inf","Windows Server 2016","14393","NotApplicableByBuild","NotApplicableByBuild","NOT_APPLICABLE","NotApplicable","InfWideConservative","STATIC_CANDIDATE","NotEstablished","","","0","0","","1.19","","","1"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPAFDSVC\WT64A\amdacpafdext.inf","Windows Server 2019","17763","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTAMD64.10.0...16299","AMD.NTAMD64.10.0...16299","1","1","","1.27","1.27","","1"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPAFDSVC\WT64A\amdacpafdext.inf","Windows Server 2022","20348","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTAMD64.10.0...16299","AMD.NTAMD64.10.0...16299","1","1","","1.33","","","1"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPAFDSVC\WT64A\amdacpafdext.inf","Windows Server 2025","26100","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTAMD64.10.0...16299","AMD.NTAMD64.10.0...16299","1","1","","1.33","1.35","","1"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPBTACX\WT64A\amdacpbtacx.inf","Windows Server 2016","14393","NotApplicableByBuild","NotApplicableByBuild","NOT_APPLICABLE","NotApplicable","InfWideConservative","STATIC_CANDIDATE","NotEstablished","","","0","0","1.31","1.19","","","1"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPBTACX\WT64A\amdacpbtacx.inf","Windows Server 2019","17763","NativeApplicable","NativeApplicable","REVIEW_REQUIRED","WdfRequirementReview","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTAMD64.10.0...16299","AMD.NTAMD64.10.0...16299","7","7","1.31","1.27","1.27","","1"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPBTACX\WT64A\amdacpbtacx.inf","Windows Server 2022","20348","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTAMD64.10.0...16299","AMD.NTAMD64.10.0...16299","7","7","1.31","1.33","","","1"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPBTACX\WT64A\amdacpbtacx.inf","Windows Server 2025","26100","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTAMD64.10.0...16299","AMD.NTAMD64.10.0...16299","7","7","1.31","1.33","1.35","","1"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPBtAfd\WT64A\amdacpbt.inf","Windows Server 2016","14393","NotApplicableByBuild","NotApplicableByBuild","NOT_APPLICABLE","NotApplicable","InfWideConservative","STATIC_CANDIDATE","NotEstablished","","","0","0","1.15","1.19","","","1"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPBtAfd\WT64A\amdacpbt.inf","Windows Server 2019","17763","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTAMD64.10.0...16299","AMD.NTAMD64.10.0...16299","1","1","1.15","1.27","1.27","","1"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPBtAfd\WT64A\amdacpbt.inf","Windows Server 2022","20348","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTAMD64.10.0...16299","AMD.NTAMD64.10.0...16299","1","1","1.15","1.33","","","1"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPBtAfd\WT64A\amdacpbt.inf","Windows Server 2025","26100","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTAMD64.10.0...16299","AMD.NTAMD64.10.0...16299","1","1","1.15","1.33","1.35","","1"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPBtAfd\WT64A\amdacpbtscoext\amdacpbtscoext.inf","Windows Server 2016","14393","NotApplicableByBuild","NotApplicableByBuild","NOT_APPLICABLE","NotApplicable","InfWideConservative","STATIC_CANDIDATE","NotEstablished","","","0","0","","1.19","","","0"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPBtAfd\WT64A\amdacpbtscoext\amdacpbtscoext.inf","Windows Server 2019","17763","NotApplicableByBuild","NotApplicableByBuild","NOT_APPLICABLE","NotApplicable","InfWideConservative","STATIC_CANDIDATE","NotEstablished","","","0","0","","1.27","1.27","","0"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPBtAfd\WT64A\amdacpbtscoext\amdacpbtscoext.inf","Windows Server 2022","20348","NotApplicableByBuild","NotApplicableByBuild","NOT_APPLICABLE","NotApplicable","InfWideConservative","STATIC_CANDIDATE","NotEstablished","","","0","0","","1.33","","","0"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPBtAfd\WT64A\amdacpbtscoext\amdacpbtscoext.inf","Windows Server 2025","26100","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","QCA.NTamd64.10.0...22000","QCA.NTamd64.10.0...22000","1","1","","1.33","1.35","","0"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPBus\WT64A\amdacpbus.inf","Windows Server 2016","14393","NotApplicableByBuild","NotApplicableByBuild","NOT_APPLICABLE","NotApplicable","InfWideConservative","STATIC_CANDIDATE","NotEstablished","","","0","0","","1.19","","","1"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPBus\WT64A\amdacpbus.inf","Windows Server 2019","17763","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTamd64.10.0...16299","AMD.NTamd64.10.0...16299","6","6","","1.27","1.27","","1"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPBus\WT64A\amdacpbus.inf","Windows Server 2022","20348","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTamd64.10.0...16299","AMD.NTamd64.10.0...16299","6","6","","1.33","","","1"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPBus\WT64A\amdacpbus.inf","Windows Server 2025","26100","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTamd64.10.0...16299","AMD.NTamd64.10.0...16299","6","6","","1.33","1.35","","1"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPBus\WT64A\amdacpbusext\amdacpbusext.inf","Windows Server 2016","14393","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTamd64","AMD.NTamd64","4","4","","1.19","","","0"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPBus\WT64A\amdacpbusext\amdacpbusext.inf","Windows Server 2019","17763","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTamd64","AMD.NTamd64","4","4","","1.27","1.27","","0"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPBus\WT64A\amdacpbusext\amdacpbusext.inf","Windows Server 2022","20348","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTamd64","AMD.NTamd64","4","4","","1.33","","","0"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPBus\WT64A\amdacpbusext\amdacpbusext.inf","Windows Server 2025","26100","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTamd64","AMD.NTamd64","4","4","","1.33","1.35","","0"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPBus2\WT64A\amdacpbus2.inf","Windows Server 2016","14393","NotApplicableByBuild","NotApplicableByBuild","NOT_APPLICABLE","NotApplicable","InfWideConservative","STATIC_CANDIDATE","NotEstablished","","","0","0","","1.19","","","1"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPBus2\WT64A\amdacpbus2.inf","Windows Server 2019","17763","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTamd64.10.0...16299","AMD.NTamd64.10.0...16299","2","2","","1.27","1.27","","1"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPBus2\WT64A\amdacpbus2.inf","Windows Server 2022","20348","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTamd64.10.0...16299","AMD.NTamd64.10.0...16299","2","2","","1.33","","","1"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPBus2\WT64A\amdacpbus2.inf","Windows Server 2025","26100","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTamd64.10.0...16299","AMD.NTamd64.10.0...16299","2","2","","1.33","1.35","","1"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPBus2\WT64A\amdacpbusext\amdacpbusext.inf","Windows Server 2016","14393","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTamd64","AMD.NTamd64","4","4","","1.19","","","0"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPBus2\WT64A\amdacpbusext\amdacpbusext.inf","Windows Server 2019","17763","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTamd64","AMD.NTamd64","4","4","","1.27","1.27","","0"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPBus2\WT64A\amdacpbusext\amdacpbusext.inf","Windows Server 2022","20348","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTamd64","AMD.NTamd64","4","4","","1.33","","","0"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPBus2\WT64A\amdacpbusext\amdacpbusext.inf","Windows Server 2025","26100","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTamd64","AMD.NTamd64","4","4","","1.33","1.35","","0"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPBus2\WT64A\amdacprgmext\amdacprgmext.inf","Windows Server 2016","14393","NotApplicableByBuild","NotApplicableByBuild","NOT_APPLICABLE","NotApplicable","InfWideConservative","STATIC_CANDIDATE","NotEstablished","","","0","0","","1.19","","","0"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPBus2\WT64A\amdacprgmext\amdacprgmext.inf","Windows Server 2019","17763","NotApplicableByBuild","NotApplicableByBuild","NOT_APPLICABLE","NotApplicable","InfWideConservative","STATIC_CANDIDATE","NotEstablished","","","0","0","","1.27","1.27","","0"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPBus2\WT64A\amdacprgmext\amdacprgmext.inf","Windows Server 2022","20348","NotApplicableByBuild","NotApplicableByBuild","NOT_APPLICABLE","NotApplicable","InfWideConservative","STATIC_CANDIDATE","NotEstablished","","","0","0","","1.33","","","0"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPBus2\WT64A\amdacprgmext\amdacprgmext.inf","Windows Server 2025","26100","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","DeviceExtensions.NTamd64.10.0...26100","DeviceExtensions.NTamd64.10.0...26100","3","3","","1.33","1.35","","0"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPHPd\WT64A\amdacphpd.inf","Windows Server 2016","14393","NotApplicableByBuild","NotApplicableByBuild","NOT_APPLICABLE","NotApplicable","InfWideConservative","STATIC_CANDIDATE","NotEstablished","","","0","0","","1.19","","2.33.0","0"
"24.Q4","RDNACombined","Audio","d0_amd-software-pro-edition-24.q4-win10-win11-nov-rdna-combined.exe_cec8cd3ea04a\Packages\Drivers\Audio\ACPHPd\WT64A\amdacphpd.inf","Windows Server 2019","17763","NotApplicableByBuild","NotApplicableByBuild","NOT_APPLICABLE","NotApplicable","InfWideConservative","STATIC_CANDIDATE","NotEstablished","","","0","0","","1.27","1.27","2.33.0","0"
